x,y,z,u,v,w,p
0.0,2.5132741228718345,0.9424777960769379,-0.0,0.3454915028125264,1.3090169943749472,0.1383453432226513
0.0,2.5132741228718345,1.2566370614359172,-0.0,0.18163563200134028,1.5388417685876266,0.0974385621484342
0.0,2.5132741228718345,1.5707963267948966,-0.0,3.599027773202259e-17,1.6180339887498947,0.0818135621484342
0.0,2.5132741228718345,1.8849555921538759,0.0,-0.1816356320013402,1.5388417685876266,0.0974385621484342
0.0,2.5132741228718345,2.199114857512855,0.0,-0.3454915028125263,1.3090169943749472,0.1383453432226513
0.0,2.5132741228718345,2.5132741228718345,0.0,-0.4755282581475768,0.9510565162951536,0.1889089053710855
0.0,2.5132741228718345,2.827433388230814,0.0,-0.5590169943749476,0.5000000000000001,0.22981568644530262
0.0,2.5132741228718345,3.141592653589793,0.0,-0.5877852522924732,1.981454703323686e-16,0.2454406864453026
0.0,2.5132741228718345,3.4557519189487724,0.0,-0.5590169943749476,-0.4999999999999997,0.22981568644530262
0.0,2.5132741228718345,3.7699111843077517,0.0,-0.475528258147577,-0.9510565162951533,0.18890890537108554
0.0,2.5132741228718345,4.084070449666731,0.0,-0.34549150281252644,-1.3090169943749472,0.13834534322265132
0.0,2.5132741228718345,4.39822971502571,0.0,-0.18163563200134034,-1.5388417685876266,0.09743856214843422
0.0,2.5132741228718345,4.71238898038469,0.0,-1.0797083319606777e-16,-1.6180339887498947,0.0818135621484342
0.0,2.5132741228718345,5.026548245743669,-0.0,0.18163563200134014,-1.5388417685876266,0.09743856214843417
0.0,2.5132741228718345,5.340707511102648,-0.0,0.3454915028125262,-1.3090169943749475,0.13834534322265127
0.0,2.5132741228718345,5.654866776461628,-0.0,0.4755282581475768,-0.9510565162951539,0.18890890537108548
0.0,2.5132741228718345,5.969026041820607,-0.0,0.5590169943749476,-0.5000000000000002,0.22981568644530256
0.0,2.5132741228718345,6.283185307179586,-0.0,0.5877852522924732,-3.962909406647372e-16,0.2454406864453026
0.0,2.827433388230814,0.0,-0.0,0.3090169943749475,0.0,0.33919068644530265
0.0,2.827433388230814,0.3141592653589793,-0.0,0.2938926261462366,0.587785252292473,0.3175974675195198
0.0,2.827433388230814,0.6283185307179586,-0.0,0.25000000000000006,1.118033988749895,0.26106568644530265
0.0,2.827433388230814,0.9424777960769379,-0.0,0.18163563200134028,1.5388417685876268,0.19118856214843422
0.0,2.827433388230814,1.2566370614359172,-0.0,0.09549150281252632,1.8090169943749472,0.1346567810742171
0.0,2.827433388230814,1.5707963267948966,-0.0,1.8921208737532727e-17,1.902113032590307,0.11306356214843422
0.0,2.827433388230814,1.8849555921538759,0.0,-0.09549150281252629,1.8090169943749475,0.1346567810742171
0.0,2.827433388230814,2.199114857512855,0.0,-0.18163563200134022,1.5388417685876268,0.19118856214843422
0.0,2.827433388230814,2.5132741228718345,0.0,-0.25000000000000006,1.1180339887498951,0.26106568644530265
0.0,2.827433388230814,2.827433388230814,0.0,-0.2938926261462366,0.5877852522924732,0.3175974675195198
0.0,2.827433388230814,3.141592653589793,0.0,-0.3090169943749475,2.3293397053984404e-16,0.33919068644530265
0.0,2.827433388230814,3.4557519189487724,0.0,-0.2938926261462367,-0.5877852522924728,0.3175974675195198
0.0,2.827433388230814,3.7699111843077517,0.0,-0.2500000000000001,-1.1180339887498947,0.2610656864453027
0.0,2.827433388230814,4.084070449666731,0.0,-0.1816356320013403,-1.5388417685876266,0.19118856214843427
0.0,2.827433388230814,4.39822971502571,0.0,-0.09549150281252636,-1.8090169943749472,0.13465678107421714
0.0,2.827433388230814,4.71238898038469,0.0,-5.676362621259818e-17,-1.902113032590307,0.11306356214843422
0.0,2.827433388230814,5.026548245743669,-0.0,0.09549150281252625,-1.8090169943749475,0.13465678107421708
0.0,2.827433388230814,5.340707511102648,-0.0,0.1816356320013402,-1.538841768587627,0.19118856214843416
0.0,2.827433388230814,5.654866776461628,-0.0,0.25000000000000006,-1.1180339887498953,0.2610656864453026
0.0,2.827433388230814,5.969026041820607,-0.0,0.2938926261462366,-0.5877852522924735,0.3175974675195197
0.0,2.827433388230814,6.283185307179586,-0.0,0.3090169943749475,-4.658679410796881e-16,0.33919068644530265
0.0,3.141592653589793,0.0,-0.0,1.2246063538223773e-16,0.0,0.375
0.0,3.141592653589793,0.3141592653589793,-0.0,1.1646698526992202e-16,0.6180339887498948,0.35112712429686843
0.0,3.141592653589793,0.6283185307179586,-0.0,9.907273516618431e-17,1.1755705045849463,0.28862712429686843
0.0,3.141592653589793,0.9424777960769379,-0.0,7.198055546404516e-17,1.618033988749895,0.21137287570313157
0.0,3.141592653589793,1.2566370614359172,-0.0,3.784241747506545e-17,1.902113032590307,0.14887287570313157
0.0,3.141592653589793,1.5707963267948966,-0.0,7.498303609110687e-33,2.0,0.125
0.0,3.141592653589793,1.8849555921538759,0.0,-3.784241747506543e-17,1.9021130325903073,0.14887287570313157
0.0,3.141592653589793,2.199114857512855,0.0,-7.198055546404515e-17,1.618033988749895,0.21137287570313157
0.0,3.141592653589793,2.5132741228718345,0.0,-9.90727351661843e-17,1.1755705045849465,0.28862712429686843
0.0,3.141592653589793,2.827433388230814,0.0,-1.1646698526992202e-16,0.618033988749895,0.35112712429686843
0.0,3.141592653589793,3.141592653589793,0.0,-1.2246063538223773e-16,2.4492127076447545e-16,0.375
0.0,3.141592653589793,3.4557519189487724,0.0,-1.1646698526992204e-16,-0.6180339887498946,0.35112712429686843
0.0,3.141592653589793,3.7699111843077517,0.0,-9.907273516618432e-17,-1.175570504584946,0.2886271242968685
0.0,3.141592653589793,4.084070449666731,0.0,-7.198055546404518e-17,-1.6180339887498947,0.21137287570313162
0.0,3.141592653589793,4.39822971502571,0.0,-3.784241747506546e-17,-1.902113032590307,0.1488728757031316
0.0,3.141592653589793,4.71238898038469,0.0,-2.2494910827332062e-32,-2.0,0.125
0.0,3.141592653589793,5.026548245743669,-0.0,3.784241747506542e-17,-1.9021130325903073,0.14887287570313154
